,2-gram,count
0,"('former', 'president')",2547
1,"('donald', 'trump')",2527
2,"('fake', 'news')",1017
3,"('president', 'donald')",930
4,"('white', 'house')",799
5,"('new', 'york')",669
6,"('mar', 'lago')",611
7,"('president', 'trump')",597
8,"('midterm', 'election')",595
9,"('trump', 'said')",573
10,"('joe', 'biden')",548
11,"('social', 'medium')",508
12,"('mr', 'trump')",468
13,"('republican', 'party')",446
14,"('ron', 'desantis')",395
15,"('united', 'state')",367
16,"('two', 'year')",360
17,"('presidential', 'election')",329
18,"('president', 'joe')",307
19,"('the', 'former')",299
20,"('dialog', 'window')",284
21,"('vice', 'president')",282
22,"('truth', 'social')",277
23,"('may', 'earn')",263
24,"('earn', 'affiliate')",258
25,"('affiliate', 'commission')",258
26,"('commission', 'purchase')",258
27,"('purchase', 'something')",258
28,"('something', 'recommended')",258
29,"('recommended', 'link')",258
30,"('run', 'president')",255
31,"('said', 'trump')",254
32,"('attorney', 'general')",253
33,"('link', 'article')",244
34,"('pope', 'francis')",241
35,"('last', 'week')",228
36,"('presidential', 'campaign')",223
37,"('serve', 'two')",216
38,"('four', 'year')",204
39,"('fox', 'news')",203
40,"('trump', 'organization')",203
41,"('last', 'month')",201
42,"('trump', 'would')",192
43,"('said', 'statement')",190
44,"('next', 'week')",189
45,"('mike', 'penny')",187
46,"('florida', 'governor')",184
47,"('gov', 'ron')",182
48,"('justice', 'department')",177
49,"('york', 'time')",176
50,"('second', 'term')",173
51,"('chuck', 'grassley')",172
52,"('microsoft', 'may')",171
53,"('order', 'make')",170
54,"('year', 'old')",167
55,"('former', 'vice')",167
56,"('palm', 'beach')",167
57,"('trump', 'could')",160
58,"('the', 'washington')",157
59,"('kim', 'reynolds')",157
60,"('trump', 'president')",156
61,"('election', 'result')",156
62,"('washington', 'post')",155
63,"('tuesday', 'night')",154
64,"('sioux', 'city')",151
65,"('news', 'story')",150
66,"('medium', 'platform')",149
67,"('president', 'mike')",149
68,"('make', 'america')",148
69,"('modal', 'window')",146
70,"('two', 'term')",144
71,"('new', 'hampshire')",143
72,"('trump', 'administration')",142
73,"('republican', 'candidate')",142
74,"('window', 'beginning')",142
75,"('beginning', 'dialog')",142
76,"('window', 'escape')",142
77,"('escape', 'cancel')",142
78,"('cancel', 'close')",142
79,"('close', 'window')",142
80,"('window', 'end')",142
81,"('end', 'dialog')",142
82,"('running', 'president')",141
83,"('trump', 'announced')",141
84,"('the', 'committee')",141
85,"('sen', 'chuck')",139
86,"('in', 'order')",137
87,"('election', 'day')",136
88,"('successful', 'safe')",136
89,"('america', 'great')",135
90,"('make', 'country')",135
91,"('country', 'successful')",135
92,"('safe', 'glorious')",135
93,"('year', 'ago')",134
94,"('trump', 'former')",134
95,"('trump', 'endorsed')",134
96,"('secretary', 'state')",132
97,"('effort', 'overturn')",131
98,"('first', 'time')",130
99,"('trump', 'told')",130
